2017-12-05T10:52:41.915+0000 I CONTROL  [main] ***** SERVER RESTARTED *****
2017-12-05T11:01:28.713+0000 I CONTROL  [initandlisten]     distmod: rhel70
2017-12-05T11:01:28.713+0000 I CONTROL  [initandlisten]     distarch: x86_64
2017-12-05T11:01:28.714+0000 I CONTROL  [initandlisten]     target_arch: x86_64
2017-12-05T11:01:28.714+0000 I CONTROL  [initandlisten] options: { config: "/conf/27018.conf", net: { http: { enabled: false }, maxIncomingConnections: 300, port: 27018 }, processManagement: { fork: true, pidFilePath: "/data/27018/logs/mongod.pid" }, replication: { replSet: "rs" }, storage: { dbPath: "/data/27018/data" }, systemLog: { destination: "file", logAppend: true, path: "/data/27018/logs/mongod.log" } }
2017-12-05T11:01:28.717+0000 I STORAGE  [initandlisten] wiredtiger_open config: create,cache_size=487M,session_max=20000,eviction=(threads_min=4,threads_max=4),config_base=false,statistics=(fast),log=(enabled=true,archive=true,path=journal,compressor=snappy),file_manager=(close_idle_time=100000),checkpoint=(wait=60,log_size=2GB),statistics_log=(wait=0),
2017-12-05T11:01:34.996+0000 I CONTROL  [initandlisten] 
2017-12-05T11:01:34.996+0000 I CONTROL  [initandlisten] ** WARNING: Access control is not enabled for the database.
2017-12-05T11:01:34.997+0000 I CONTROL  [initandlisten] **          Read and write access to data and configuration is unrestricted.
2017-12-05T11:01:34.997+0000 I CONTROL  [initandlisten] ** WARNING: You are running this process as the root user, which is not recommended.
2017-12-05T11:01:34.997+0000 I CONTROL  [initandlisten] 
2017-12-05T11:01:35.010+0000 I FTDC     [initandlisten] Initializing full-time diagnostic data capture with directory '/data/27018/data/diagnostic.data'
2017-12-05T11:01:35.029+0000 I REPL     [initandlisten] Did not find local voted for document at startup.
2017-12-05T11:01:35.030+0000 I REPL     [initandlisten] Did not find local replica set configuration document at startup;  NoMatchingDocument: Did not find replica set configuration document in local.system.replset
2017-12-05T11:01:35.032+0000 I NETWORK  [thread1] waiting for connections on port 27018
2017-12-05T11:03:10.084+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:53106 #1 (1 connection now open)
2017-12-05T11:03:10.087+0000 I NETWORK  [conn1] received client metadata from 127.0.0.1:53106 conn1: { application: { name: "MongoDB Shell" }, driver: { name: "MongoDB Internal Client", version: "3.4.10" }, os: { type: "Linux", name: "CentOS Linux release 7.4.1708 (Core) ", architecture: "x86_64", version: "Kernel 4.9.49-moby" } }
2017-12-05T11:04:51.139+0000 I -        [conn1] end connection 127.0.0.1:53106 (1 connection now open)
2017-12-05T11:06:31.541+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:53108 #2 (1 connection now open)
2017-12-05T11:06:31.547+0000 I NETWORK  [conn2] received client metadata from 127.0.0.1:53108 conn2: { application: { name: "MongoDB Shell" }, driver: { name: "MongoDB Internal Client", version: "3.4.10" }, os: { type: "Linux", name: "CentOS Linux release 7.4.1708 (Core) ", architecture: "x86_64", version: "Kernel 4.9.49-moby" } }
2017-12-05T11:06:31.549+0000 I REPL     [conn2] replSetInitiate admin command received from client
2017-12-05T11:06:31.549+0000 E REPL     [conn2] replSet initiate got NodeNotFound: No host described in new configuration 1 for replica set rs maps to this node while validating { _id: "rs", members: [ { _id: 0.0, host: "0.0.0.0:27018" }, { _id: 1.0, host: "0.0.0.0:27019" }, { _id: 2.0, host: "0.0.0.0:27020" } ], version: 1 }
2017-12-05T11:06:31.551+0000 I -        [conn2] end connection 127.0.0.1:53108 (1 connection now open)
2017-12-05T11:07:50.043+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:53110 #3 (1 connection now open)
2017-12-05T11:07:50.044+0000 I NETWORK  [conn3] received client metadata from 127.0.0.1:53110 conn3: { application: { name: "MongoDB Shell" }, driver: { name: "MongoDB Internal Client", version: "3.4.10" }, os: { type: "Linux", name: "CentOS Linux release 7.4.1708 (Core) ", architecture: "x86_64", version: "Kernel 4.9.49-moby" } }
2017-12-05T11:09:30.724+0000 I -        [conn3] end connection 127.0.0.1:53110 (1 connection now open)
2017-12-05T11:11:28.419+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:53112 #4 (1 connection now open)
2017-12-05T11:11:28.425+0000 I NETWORK  [conn4] received client metadata from 127.0.0.1:53112 conn4: { application: { name: "MongoDB Shell" }, driver: { name: "MongoDB Internal Client", version: "3.4.10" }, os: { type: "Linux", name: "CentOS Linux release 7.4.1708 (Core) ", architecture: "x86_64", version: "Kernel 4.9.49-moby" } }
2017-12-05T11:11:30.539+0000 I REPL     [conn4] replSetInitiate admin command received from client
2017-12-05T11:11:30.540+0000 E REPL     [conn4] replSet initiate got NodeNotFound: No host described in new configuration 1 for replica set rs maps to this node while validating { _id: "rs", members: [ { _id: 0.0, host: "0.0.0.0:27018" }, { _id: 1.0, host: "0.0.0.0:27019" }, { _id: 2.0, host: "0.0.0.0:27020" } ], version: 1 }
2017-12-05T11:13:28.172+0000 I COMMAND  [conn4] initiate : no configuration specified. Using a default configuration for the set
2017-12-05T11:13:28.178+0000 I COMMAND  [conn4] created this configuration for initiation : { _id: "rs", version: 1, members: [ { _id: 0, host: "c526be9fe055:27018" } ] }
2017-12-05T11:13:28.178+0000 I REPL     [conn4] replSetInitiate admin command received from client
2017-12-05T11:13:28.179+0000 I REPL     [conn4] replSetInitiate config object with 1 members parses ok
2017-12-05T11:13:28.180+0000 I REPL     [conn4] ******
2017-12-05T11:13:28.180+0000 I REPL     [conn4] creating replication oplog of size: 3180MB...
2017-12-05T11:13:28.184+0000 I STORAGE  [conn4] Starting WiredTigerRecordStoreThread local.oplog.rs
2017-12-05T11:13:28.184+0000 I STORAGE  [conn4] The size storer reports that the oplog contains 0 records totaling to 0 bytes
2017-12-05T11:13:28.184+0000 I STORAGE  [conn4] Scanning the oplog to determine where to place markers for truncation
2017-12-05T11:13:28.195+0000 I REPL     [conn4] ******
2017-12-05T11:13:28.222+0000 I INDEX    [conn4] build index on: admin.system.version properties: { v: 2, key: { version: 1 }, name: "incompatible_with_version_32", ns: "admin.system.version" }
2017-12-05T11:13:28.222+0000 I INDEX    [conn4] 	 building index using bulk method; build may temporarily use up to 500 megabytes of RAM
2017-12-05T11:13:28.224+0000 I INDEX    [conn4] build index done.  scanned 0 total records. 0 secs
2017-12-05T11:13:28.225+0000 I COMMAND  [conn4] setting featureCompatibilityVersion to 3.4
2017-12-05T11:13:28.226+0000 I REPL     [conn4] New replica set config in use: { _id: "rs", version: 1, protocolVersion: 1, members: [ { _id: 0, host: "c526be9fe055:27018", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 } ], settings: { chainingAllowed: true, heartbeatIntervalMillis: 2000, heartbeatTimeoutSecs: 10, electionTimeoutMillis: 10000, catchUpTimeoutMillis: 60000, getLastErrorModes: {}, getLastErrorDefaults: { w: 1, wtimeout: 0 }, replicaSetId: ObjectId('5a267f582897842bd42845cb') } }
2017-12-05T11:13:28.226+0000 I REPL     [conn4] This node is c526be9fe055:27018 in the config
2017-12-05T11:13:28.226+0000 I REPL     [conn4] transition to STARTUP2
2017-12-05T11:13:28.226+0000 I REPL     [conn4] Starting replication storage threads
2017-12-05T11:13:28.227+0000 I REPL     [conn4] Starting replication fetcher thread
2017-12-05T11:13:28.227+0000 I REPL     [conn4] Starting replication applier thread
2017-12-05T11:13:28.227+0000 I REPL     [conn4] Starting replication reporter thread
2017-12-05T11:13:28.228+0000 I REPL     [rsSync] transition to RECOVERING
2017-12-05T11:13:28.235+0000 I REPL     [rsSync] transition to SECONDARY
2017-12-05T11:13:28.236+0000 I REPL     [rsSync] conducting a dry run election to see if we could be elected
2017-12-05T11:13:28.237+0000 I REPL     [ReplicationExecutor] dry election run succeeded, running for election
2017-12-05T11:13:28.246+0000 I REPL     [ReplicationExecutor] election succeeded, assuming primary role in term 1
2017-12-05T11:13:28.247+0000 I REPL     [ReplicationExecutor] transition to PRIMARY
2017-12-05T11:13:28.247+0000 I REPL     [ReplicationExecutor] Entering primary catch-up mode.
2017-12-05T11:13:28.247+0000 I REPL     [ReplicationExecutor] Exited primary catch-up mode.
2017-12-05T11:13:30.239+0000 I REPL     [rsSync] transition to primary complete; database writes are now permitted
2017-12-05T11:13:59.298+0000 I REPL     [conn4] replSetReconfig admin command received from client
2017-12-05T11:13:59.304+0000 I REPL     [conn4] replSetReconfig config object with 2 members parses ok
2017-12-05T11:13:59.304+0000 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 0.0.0.0:27019
2017-12-05T11:13:59.306+0000 I ASIO     [NetworkInterfaceASIO-Replication-0] Successfully connected to 0.0.0.0:27019, took 2ms (1 connections now open to 0.0.0.0:27019)
2017-12-05T11:13:59.307+0000 I REPL     [ReplicationExecutor] New replica set config in use: { _id: "rs", version: 2, protocolVersion: 1, members: [ { _id: 0, host: "c526be9fe055:27018", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 }, { _id: 1, host: "0.0.0.0:27019", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 } ], settings: { chainingAllowed: true, heartbeatIntervalMillis: 2000, heartbeatTimeoutSecs: 10, electionTimeoutMillis: 10000, catchUpTimeoutMillis: 60000, getLastErrorModes: {}, getLastErrorDefaults: { w: 1, wtimeout: 0 }, replicaSetId: ObjectId('5a267f582897842bd42845cb') } }
2017-12-05T11:13:59.307+0000 I REPL     [ReplicationExecutor] This node is c526be9fe055:27018 in the config
2017-12-05T11:13:59.307+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38010 #5 (2 connections now open)
2017-12-05T11:13:59.308+0000 I REPL     [ReplicationExecutor] Member 0.0.0.0:27019 is now in state STARTUP
2017-12-05T11:13:59.308+0000 I NETWORK  [conn5] received client metadata from 172.17.0.3:38010 conn5: { driver: { name: "NetworkInterfaceASIO-Replication", version: "3.4.10" }, os: { type: "Linux", name: "CentOS Linux release 7.4.1708 (Core) ", architecture: "x86_64", version: "Kernel 4.9.49-moby" } }
2017-12-05T11:13:59.310+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38012 #6 (3 connections now open)
2017-12-05T11:13:59.311+0000 I -        [conn6] end connection 172.17.0.3:38012 (3 connections now open)
2017-12-05T11:14:01.311+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38014 #7 (3 connections now open)
2017-12-05T11:14:01.312+0000 I -        [conn7] end connection 172.17.0.3:38014 (3 connections now open)
2017-12-05T11:14:02.784+0000 I REPL     [conn4] replSetReconfig admin command received from client
2017-12-05T11:14:02.785+0000 I REPL     [conn4] replSetReconfig config object with 3 members parses ok
2017-12-05T11:14:02.785+0000 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 0.0.0.0:27020
2017-12-05T11:14:02.787+0000 I REPL     [ReplicationExecutor] New replica set config in use: { _id: "rs", version: 3, protocolVersion: 1, members: [ { _id: 0, host: "c526be9fe055:27018", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 }, { _id: 1, host: "0.0.0.0:27019", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 }, { _id: 2, host: "0.0.0.0:27020", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 } ], settings: { chainingAllowed: true, heartbeatIntervalMillis: 2000, heartbeatTimeoutSecs: 10, electionTimeoutMillis: 10000, catchUpTimeoutMillis: 60000, getLastErrorModes: {}, getLastErrorDefaults: { w: 1, wtimeout: 0 }, replicaSetId: ObjectId('5a267f582897842bd42845cb') } }
2017-12-05T11:14:02.787+0000 I REPL     [ReplicationExecutor] This node is c526be9fe055:27018 in the config
2017-12-05T11:14:02.788+0000 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 0.0.0.0:27020
2017-12-05T11:14:02.793+0000 I ASIO     [NetworkInterfaceASIO-Replication-0] Successfully connected to 0.0.0.0:27020, took 8ms (2 connections now open to 0.0.0.0:27020)
2017-12-05T11:14:02.793+0000 I ASIO     [NetworkInterfaceASIO-Replication-0] Successfully connected to 0.0.0.0:27020, took 5ms (2 connections now open to 0.0.0.0:27020)
2017-12-05T11:14:02.794+0000 I REPL     [ReplicationExecutor] Member 0.0.0.0:27020 is now in state STARTUP
2017-12-05T11:14:02.795+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38020 #8 (3 connections now open)
2017-12-05T11:14:02.795+0000 I NETWORK  [conn8] received client metadata from 172.17.0.3:38020 conn8: { driver: { name: "NetworkInterfaceASIO-Replication", version: "3.4.10" }, os: { type: "Linux", name: "CentOS Linux release 7.4.1708 (Core) ", architecture: "x86_64", version: "Kernel 4.9.49-moby" } }
2017-12-05T11:14:02.796+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38022 #9 (4 connections now open)
2017-12-05T11:14:02.797+0000 I -        [conn9] end connection 172.17.0.3:38022 (4 connections now open)
2017-12-05T11:14:03.312+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38024 #10 (4 connections now open)
2017-12-05T11:14:03.313+0000 I -        [conn10] end connection 172.17.0.3:38024 (4 connections now open)
2017-12-05T11:14:04.797+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38026 #11 (4 connections now open)
2017-12-05T11:14:04.806+0000 I -        [conn11] end connection 172.17.0.3:38026 (4 connections now open)
2017-12-05T11:14:05.315+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38028 #12 (4 connections now open)
2017-12-05T11:14:05.317+0000 I -        [conn12] end connection 172.17.0.3:38028 (4 connections now open)
2017-12-05T11:14:06.798+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38030 #13 (4 connections now open)
2017-12-05T11:14:06.799+0000 I -        [conn13] end connection 172.17.0.3:38030 (4 connections now open)
2017-12-05T11:14:07.317+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38032 #14 (4 connections now open)
2017-12-05T11:14:07.318+0000 I -        [conn14] end connection 172.17.0.3:38032 (4 connections now open)
2017-12-05T11:14:08.800+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38034 #15 (4 connections now open)
2017-12-05T11:14:08.801+0000 I -        [conn15] end connection 172.17.0.3:38034 (4 connections now open)
2017-12-05T11:14:09.319+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38036 #16 (4 connections now open)
2017-12-05T11:14:09.320+0000 I -        [conn16] end connection 172.17.0.3:38036 (4 connections now open)
2017-12-05T11:14:10.801+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38038 #17 (4 connections now open)
2017-12-05T11:14:10.802+0000 I -        [conn17] end connection 172.17.0.3:38038 (4 connections now open)
2017-12-05T11:14:11.319+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38040 #18 (4 connections now open)
2017-12-05T11:14:11.320+0000 I -        [conn18] end connection 172.17.0.3:38040 (4 connections now open)
2017-12-05T11:14:12.788+0000 I REPL     [ReplicationExecutor] can't see a majority of the set, relinquishing primary
2017-12-05T11:14:12.789+0000 I REPL     [ReplicationExecutor] Stepping down from primary in response to heartbeat
2017-12-05T11:14:12.790+0000 I REPL     [replExecDBWorker-0] transition to SECONDARY
2017-12-05T11:14:12.790+0000 I NETWORK  [replExecDBWorker-0] legacy transport layer closing all connections
2017-12-05T11:14:12.791+0000 I NETWORK  [replExecDBWorker-0] Skip closing connection for connection # 8
2017-12-05T11:14:12.791+0000 I NETWORK  [replExecDBWorker-0] Skip closing connection for connection # 5
2017-12-05T11:14:12.792+0000 I -        [conn4] end connection 127.0.0.1:53112 (3 connections now open)
2017-12-05T11:14:12.795+0000 I REPL     [ReplicationExecutor] Member 0.0.0.0:27019 is now in state STARTUP
2017-12-05T11:14:12.803+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38042 #19 (3 connections now open)
2017-12-05T11:14:12.803+0000 I REPL     [ReplicationExecutor] Member 0.0.0.0:27020 is now in state STARTUP
2017-12-05T11:14:12.804+0000 I -        [conn19] end connection 172.17.0.3:38042 (3 connections now open)
2017-12-05T11:14:13.320+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38044 #20 (3 connections now open)
2017-12-05T11:14:13.321+0000 I -        [conn20] end connection 172.17.0.3:38044 (3 connections now open)
2017-12-05T11:14:14.805+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38046 #21 (3 connections now open)
2017-12-05T11:14:14.807+0000 I -        [conn21] end connection 172.17.0.3:38046 (3 connections now open)
2017-12-05T11:14:15.322+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38048 #22 (3 connections now open)
2017-12-05T11:14:15.323+0000 I -        [conn22] end connection 172.17.0.3:38048 (3 connections now open)
2017-12-05T11:14:16.808+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38050 #23 (3 connections now open)
2017-12-05T11:14:16.810+0000 I -        [conn23] end connection 172.17.0.3:38050 (3 connections now open)
2017-12-05T11:14:17.324+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38052 #24 (3 connections now open)
2017-12-05T11:14:17.325+0000 I -        [conn24] end connection 172.17.0.3:38052 (3 connections now open)
2017-12-05T11:14:18.809+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38054 #25 (3 connections now open)
2017-12-05T11:14:18.810+0000 I -        [conn25] end connection 172.17.0.3:38054 (3 connections now open)
2017-12-05T11:14:19.325+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38056 #26 (3 connections now open)
2017-12-05T11:14:19.326+0000 I -        [conn26] end connection 172.17.0.3:38056 (3 connections now open)
2017-12-05T11:14:20.811+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38058 #27 (3 connections now open)
2017-12-05T11:14:20.812+0000 I -        [conn27] end connection 172.17.0.3:38058 (3 connections now open)
2017-12-05T11:14:21.326+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38060 #28 (3 connections now open)
2017-12-05T11:14:21.327+0000 I -        [conn28] end connection 172.17.0.3:38060 (3 connections now open)
2017-12-05T11:14:22.812+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38062 #29 (3 connections now open)
2017-12-05T11:14:22.813+0000 I -        [conn29] end connection 172.17.0.3:38062 (3 connections now open)
2017-12-05T11:14:23.327+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38064 #30 (3 connections now open)
2017-12-05T11:14:23.328+0000 I -        [conn30] end connection 172.17.0.3:38064 (3 connections now open)
2017-12-05T11:14:23.847+0000 I REPL     [ReplicationExecutor] Starting an election, since we've seen no PRIMARY in the past 10000ms
2017-12-05T11:14:23.848+0000 I REPL     [ReplicationExecutor] conducting a dry run election to see if we could be elected
2017-12-05T11:14:23.849+0000 I REPL     [ReplicationExecutor] VoteRequester(term 1 dry run) received an invalid response from 0.0.0.0:27019: BadValue: Unexpected field info in ReplSetRequestVotesreceived a no vote from 0.0.0.0:27019 with reason ""; response message: { info: "run rs.initiate(...) if not yet done for the set", ok: 0.0, errmsg: "no replset config has been received", code: 94, codeName: "NotYetInitialized" }
2017-12-05T11:14:23.849+0000 I REPL     [ReplicationExecutor] VoteRequester(term 1 dry run) received an invalid response from 0.0.0.0:27020: BadValue: Unexpected field info in ReplSetRequestVotesreceived a no vote from 0.0.0.0:27020 with reason ""; response message: { info: "run rs.initiate(...) if not yet done for the set", ok: 0.0, errmsg: "no replset config has been received", code: 94, codeName: "NotYetInitialized" }
2017-12-05T11:14:23.850+0000 I REPL     [ReplicationExecutor] not running for primary, we received insufficient votes
2017-12-05T11:14:24.814+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38066 #31 (3 connections now open)
2017-12-05T11:14:24.816+0000 I -        [conn31] end connection 172.17.0.3:38066 (3 connections now open)
2017-12-05T11:14:25.329+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38068 #32 (3 connections now open)
2017-12-05T11:14:25.330+0000 I -        [conn32] end connection 172.17.0.3:38068 (3 connections now open)
2017-12-05T11:14:26.814+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38070 #33 (3 connections now open)
2017-12-05T11:14:26.815+0000 I -        [conn33] end connection 172.17.0.3:38070 (3 connections now open)
2017-12-05T11:14:27.330+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38072 #34 (3 connections now open)
2017-12-05T11:14:27.331+0000 I -        [conn34] end connection 172.17.0.3:38072 (3 connections now open)
2017-12-05T11:14:28.815+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38074 #35 (3 connections now open)
2017-12-05T11:14:28.816+0000 I -        [conn35] end connection 172.17.0.3:38074 (3 connections now open)
2017-12-05T11:14:29.331+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38076 #36 (3 connections now open)
2017-12-05T11:14:29.332+0000 I -        [conn36] end connection 172.17.0.3:38076 (3 connections now open)
2017-12-05T11:14:30.815+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38078 #37 (3 connections now open)
2017-12-05T11:14:30.816+0000 I -        [conn37] end connection 172.17.0.3:38078 (3 connections now open)
2017-12-05T11:14:31.333+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38080 #38 (3 connections now open)
2017-12-05T11:14:31.335+0000 I -        [conn38] end connection 172.17.0.3:38080 (3 connections now open)
2017-12-05T11:14:32.817+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38082 #39 (3 connections now open)
2017-12-05T11:14:32.818+0000 I -        [conn39] end connection 172.17.0.3:38082 (3 connections now open)
2017-12-05T11:14:33.336+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38084 #40 (3 connections now open)
2017-12-05T11:14:33.337+0000 I -        [conn40] end connection 172.17.0.3:38084 (3 connections now open)
2017-12-05T11:14:33.946+0000 I REPL     [ReplicationExecutor] Starting an election, since we've seen no PRIMARY in the past 10000ms
2017-12-05T11:14:33.956+0000 I REPL     [ReplicationExecutor] conducting a dry run election to see if we could be elected
2017-12-05T11:14:33.957+0000 I REPL     [ReplicationExecutor] VoteRequester(term 1 dry run) received an invalid response from 0.0.0.0:27019: BadValue: Unexpected field info in ReplSetRequestVotesreceived a no vote from 0.0.0.0:27019 with reason ""; response message: { info: "run rs.initiate(...) if not yet done for the set", ok: 0.0, errmsg: "no replset config has been received", code: 94, codeName: "NotYetInitialized" }
2017-12-05T11:14:33.958+0000 I REPL     [ReplicationExecutor] VoteRequester(term 1 dry run) received an invalid response from 0.0.0.0:27020: BadValue: Unexpected field info in ReplSetRequestVotesreceived a no vote from 0.0.0.0:27020 with reason ""; response message: { info: "run rs.initiate(...) if not yet done for the set", ok: 0.0, errmsg: "no replset config has been received", code: 94, codeName: "NotYetInitialized" }
2017-12-05T11:14:33.958+0000 I REPL     [ReplicationExecutor] not running for primary, we received insufficient votes
2017-12-05T11:14:34.819+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38086 #41 (3 connections now open)
2017-12-05T11:14:34.820+0000 I -        [conn41] end connection 172.17.0.3:38086 (3 connections now open)
2017-12-05T11:14:35.337+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38088 #42 (3 connections now open)
2017-12-05T11:14:35.338+0000 I -        [conn42] end connection 172.17.0.3:38088 (3 connections now open)
2017-12-05T11:14:36.820+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38090 #43 (3 connections now open)
2017-12-05T11:14:36.821+0000 I -        [conn43] end connection 172.17.0.3:38090 (3 connections now open)
2017-12-05T11:14:37.338+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38092 #44 (3 connections now open)
2017-12-05T11:14:37.339+0000 I -        [conn44] end connection 172.17.0.3:38092 (3 connections now open)
2017-12-05T11:14:38.821+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38094 #45 (3 connections now open)
2017-12-05T11:14:38.823+0000 I -        [conn45] end connection 172.17.0.3:38094 (3 connections now open)
2017-12-05T11:14:39.340+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38096 #46 (3 connections now open)
2017-12-05T11:14:39.341+0000 I -        [conn46] end connection 172.17.0.3:38096 (3 connections now open)
2017-12-05T11:14:40.823+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38098 #47 (3 connections now open)
2017-12-05T11:14:40.824+0000 I -        [conn47] end connection 172.17.0.3:38098 (3 connections now open)
2017-12-05T11:14:41.342+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38100 #48 (3 connections now open)
2017-12-05T11:14:41.343+0000 I -        [conn48] end connection 172.17.0.3:38100 (3 connections now open)
2017-12-05T11:14:42.824+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38102 #49 (3 connections now open)
2017-12-05T11:14:42.825+0000 I -        [conn49] end connection 172.17.0.3:38102 (3 connections now open)
2017-12-05T11:14:43.343+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38104 #50 (3 connections now open)
2017-12-05T11:14:43.344+0000 I -        [conn50] end connection 172.17.0.3:38104 (3 connections now open)
2017-12-05T11:14:44.825+0000 I NETWORK  [thread1] connection accepted from 172.17.0.3:38106 #51 (3 connections now open)
